"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Edats_quinquennals","Nombre"
2020,3,"Sants-Montjuïc",13,"la Marina de Port","20-24 anys",0
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","20-24 anys",0
2020,3,"Sants-Montjuïc",15,"Hostafrancs","20-24 anys",0
2020,3,"Sants-Montjuïc",16,"la Bordeta","20-24 anys",0
2020,3,"Sants-Montjuïc",17,"Sants - Badal","20-24 anys",0
2020,3,"Sants-Montjuïc",18,"Sants","20-24 anys",1
2020,4,"Les Corts",19,"les Corts","20-24 anys",1
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","20-24 anys",1
2020,4,"Les Corts",21,"Pedralbes","20-24 anys",0
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","20-24 anys",0
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","20-24 anys",1
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","20-24 anys",0
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","20-24 anys",0
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","20-24 anys",0
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","20-24 anys",0
2020,6,"Gràcia",28,"Vallcarca i els Penitents","20-24 anys",0
2020,6,"Gràcia",29,"el Coll","20-24 anys",0
2020,6,"Gràcia",30,"la Salut","20-24 anys",0
2020,6,"Gràcia",31,"la Vila de Gràcia","20-24 anys",0
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","20-24 anys",1
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","20-24 anys",1
2020,7,"Horta-Guinardó",34,"Can Baró","20-24 anys",0
2020,7,"Horta-Guinardó",35,"el Guinardó","20-24 anys",0
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","20-24 anys",0
2020,7,"Horta-Guinardó",37,"el Carmel","20-24 anys",1
2020,7,"Horta-Guinardó",38,"la Teixonera","20-24 anys",1
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","20-24 anys",0
2020,7,"Horta-Guinardó",40,"Montbau","20-24 anys",0
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","20-24 anys",0
2020,7,"Horta-Guinardó",42,"la Clota","20-24 anys",0
2020,7,"Horta-Guinardó",43,"Horta","20-24 anys",0
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","20-24 anys",0
2020,8,"Nou Barris",45,"Porta","20-24 anys",1
2020,8,"Nou Barris",46,"el Turó de la Peira","20-24 anys",0
2020,8,"Nou Barris",47,"Can Peguera","20-24 anys",0
2020,8,"Nou Barris",48,"la Guineueta","20-24 anys",0
2020,8,"Nou Barris",49,"Canyelles","20-24 anys",0
2020,8,"Nou Barris",50,"les Roquetes","20-24 anys",0
2020,8,"Nou Barris",51,"Verdun","20-24 anys",0
2020,8,"Nou Barris",52,"la Prosperitat","20-24 anys",1
2020,8,"Nou Barris",53,"la Trinitat Nova","20-24 anys",0
2020,8,"Nou Barris",54,"Torre Baró","20-24 anys",0
2020,8,"Nou Barris",55,"Ciutat Meridiana","20-24 anys",1
2020,8,"Nou Barris",56,"Vallbona","20-24 anys",0
2020,9,"Sant Andreu",57,"la Trinitat Vella","20-24 anys",0
2020,9,"Sant Andreu",58,"Baró de Viver","20-24 anys",0
2020,9,"Sant Andreu",59,"el Bon Pastor","20-24 anys",0
2020,9,"Sant Andreu",60,"Sant Andreu","20-24 anys",3
2020,9,"Sant Andreu",61,"la Sagrera","20-24 anys",0
2020,9,"Sant Andreu",62,"el Congrés i els Indians","20-24 anys",0
2020,9,"Sant Andreu",63,"Navas","20-24 anys",0
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","20-24 anys",0
2020,10,"Sant Martí",65,"el Clot","20-24 anys",1
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","20-24 anys",0
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","20-24 anys",0
2020,10,"Sant Martí",68,"el Poblenou","20-24 anys",0
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","20-24 anys",0
2020,10,"Sant Martí",70,"el Besòs i el Maresme","20-24 anys",1
2020,10,"Sant Martí",71,"Provençals del Poblenou","20-24 anys",1
2020,10,"Sant Martí",72,"Sant Martí de Provençals","20-24 anys",0
2020,10,"Sant Martí",73,"la Verneda i la Pau","20-24 anys",1
2020,1,"Ciutat Vella",1,"el Raval","25-29 anys",0
2020,1,"Ciutat Vella",2,"el Barri Gòtic","25-29 anys",0
2020,1,"Ciutat Vella",3,"la Barceloneta","25-29 anys",2
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","25-29 anys",1
2020,2,"Eixample",5,"el Fort Pienc","25-29 anys",1
2020,2,"Eixample",6,"la Sagrada Família","25-29 anys",0
2020,2,"Eixample",7,"la Dreta de l'Eixample","25-29 anys",1
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","25-29 anys",1
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","25-29 anys",1
2020,2,"Eixample",10,"Sant Antoni","25-29 anys",1
2020,3,"Sants-Montjuïc",11,"el Poble Sec","25-29 anys",2
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","25-29 anys",0
2020,3,"Sants-Montjuïc",13,"la Marina de Port","25-29 anys",0
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","25-29 anys",0
2020,3,"Sants-Montjuïc",15,"Hostafrancs","25-29 anys",0
2020,3,"Sants-Montjuïc",16,"la Bordeta","25-29 anys",0
2020,3,"Sants-Montjuïc",17,"Sants - Badal","25-29 anys",0
2020,3,"Sants-Montjuïc",18,"Sants","25-29 anys",2
2020,4,"Les Corts",19,"les Corts","25-29 anys",0
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","25-29 anys",0
2020,4,"Les Corts",21,"Pedralbes","25-29 anys",0
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","25-29 anys",0
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","25-29 anys",0
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","25-29 anys",1
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","25-29 anys",0
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","25-29 anys",0
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","25-29 anys",0
2020,6,"Gràcia",28,"Vallcarca i els Penitents","25-29 anys",0
2020,6,"Gràcia",29,"el Coll","25-29 anys",0
2020,6,"Gràcia",30,"la Salut","25-29 anys",0
2020,6,"Gràcia",31,"la Vila de Gràcia","25-29 anys",1
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","25-29 anys",0
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","25-29 anys",1
2020,7,"Horta-Guinardó",34,"Can Baró","25-29 anys",0
2020,7,"Horta-Guinardó",35,"el Guinardó","25-29 anys",0
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","25-29 anys",0
2020,7,"Horta-Guinardó",37,"el Carmel","25-29 anys",0
2020,7,"Horta-Guinardó",38,"la Teixonera","25-29 anys",0
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","25-29 anys",0
2020,7,"Horta-Guinardó",40,"Montbau","25-29 anys",0
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","25-29 anys",0
2020,7,"Horta-Guinardó",42,"la Clota","25-29 anys",0
2020,7,"Horta-Guinardó",43,"Horta","25-29 anys",0
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","25-29 anys",0
2020,8,"Nou Barris",45,"Porta","25-29 anys",1
2020,8,"Nou Barris",46,"el Turó de la Peira","25-29 anys",0
2020,8,"Nou Barris",47,"Can Peguera","25-29 anys",0
2020,8,"Nou Barris",48,"la Guineueta","25-29 anys",0
2020,8,"Nou Barris",49,"Canyelles","25-29 anys",0
2020,8,"Nou Barris",50,"les Roquetes","25-29 anys",0
2020,8,"Nou Barris",51,"Verdun","25-29 anys",0
2020,8,"Nou Barris",52,"la Prosperitat","25-29 anys",0
2020,8,"Nou Barris",53,"la Trinitat Nova","25-29 anys",0
2020,8,"Nou Barris",54,"Torre Baró","25-29 anys",0
2020,8,"Nou Barris",55,"Ciutat Meridiana","25-29 anys",0
2020,8,"Nou Barris",56,"Vallbona","25-29 anys",0
2020,9,"Sant Andreu",57,"la Trinitat Vella","25-29 anys",0
2020,9,"Sant Andreu",58,"Baró de Viver","25-29 anys",0
2020,9,"Sant Andreu",59,"el Bon Pastor","25-29 anys",0
2020,9,"Sant Andreu",60,"Sant Andreu","25-29 anys",0
2020,9,"Sant Andreu",61,"la Sagrera","25-29 anys",0
2020,9,"Sant Andreu",62,"el Congrés i els Indians","25-29 anys",0
2020,9,"Sant Andreu",63,"Navas","25-29 anys",0
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","25-29 anys",0
2020,10,"Sant Martí",65,"el Clot","25-29 anys",1
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","25-29 anys",0
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","25-29 anys",0
2020,10,"Sant Martí",68,"el Poblenou","25-29 anys",0
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","25-29 anys",1
2020,10,"Sant Martí",70,"el Besòs i el Maresme","25-29 anys",1
2020,10,"Sant Martí",71,"Provençals del Poblenou","25-29 anys",0
2020,10,"Sant Martí",72,"Sant Martí de Provençals","25-29 anys",0
2020,10,"Sant Martí",73,"la Verneda i la Pau","25-29 anys",0
2020,1,"Ciutat Vella",1,"el Raval","30-34 anys",2
2020,1,"Ciutat Vella",2,"el Barri Gòtic","30-34 anys",1
2020,1,"Ciutat Vella",3,"la Barceloneta","30-34 anys",1
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","30-34 anys",0
2020,2,"Eixample",5,"el Fort Pienc","30-34 anys",2
2020,2,"Eixample",6,"la Sagrada Família","30-34 anys",1
2020,2,"Eixample",7,"la Dreta de l'Eixample","30-34 anys",0
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","30-34 anys",1
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","30-34 anys",1
2020,2,"Eixample",10,"Sant Antoni","30-34 anys",0
2020,3,"Sants-Montjuïc",11,"el Poble Sec","30-34 anys",2
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","30-34 anys",1
2020,3,"Sants-Montjuïc",13,"la Marina de Port","30-34 anys",1
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","30-34 anys",0
2020,3,"Sants-Montjuïc",15,"Hostafrancs","30-34 anys",1
2020,3,"Sants-Montjuïc",16,"la Bordeta","30-34 anys",1
2020,3,"Sants-Montjuïc",17,"Sants - Badal","30-34 anys",1
2020,3,"Sants-Montjuïc",18,"Sants","30-34 anys",0
2020,4,"Les Corts",19,"les Corts","30-34 anys",1
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","30-34 anys",0
2020,4,"Les Corts",21,"Pedralbes","30-34 anys",0
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","30-34 anys",0
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","30-34 anys",1
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","30-34 anys",1
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","30-34 anys",0
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","30-34 anys",1
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","30-34 anys",0
2020,6,"Gràcia",28,"Vallcarca i els Penitents","30-34 anys",0
2020,6,"Gràcia",29,"el Coll","30-34 anys",0
2020,6,"Gràcia",30,"la Salut","30-34 anys",0
2020,6,"Gràcia",31,"la Vila de Gràcia","30-34 anys",1
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","30-34 anys",1
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","30-34 anys",0
2020,7,"Horta-Guinardó",34,"Can Baró","30-34 anys",0
2020,7,"Horta-Guinardó",35,"el Guinardó","30-34 anys",1
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","30-34 anys",0
2020,7,"Horta-Guinardó",37,"el Carmel","30-34 anys",2
2020,7,"Horta-Guinardó",38,"la Teixonera","30-34 anys",1
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","30-34 anys",0
2020,7,"Horta-Guinardó",40,"Montbau","30-34 anys",1
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","30-34 anys",0
2020,7,"Horta-Guinardó",42,"la Clota","30-34 anys",0
2020,7,"Horta-Guinardó",43,"Horta","30-34 anys",2
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","30-34 anys",0
2020,8,"Nou Barris",45,"Porta","30-34 anys",0
2020,8,"Nou Barris",46,"el Turó de la Peira","30-34 anys",0
2020,8,"Nou Barris",47,"Can Peguera","30-34 anys",0
2020,8,"Nou Barris",48,"la Guineueta","30-34 anys",0
2020,8,"Nou Barris",49,"Canyelles","30-34 anys",0
2020,8,"Nou Barris",50,"les Roquetes","30-34 anys",0
2020,8,"Nou Barris",51,"Verdun","30-34 anys",0
2020,8,"Nou Barris",52,"la Prosperitat","30-34 anys",1
2020,8,"Nou Barris",53,"la Trinitat Nova","30-34 anys",0
2020,8,"Nou Barris",54,"Torre Baró","30-34 anys",0
2020,8,"Nou Barris",55,"Ciutat Meridiana","30-34 anys",3
2020,8,"Nou Barris",56,"Vallbona","30-34 anys",0
2020,9,"Sant Andreu",57,"la Trinitat Vella","30-34 anys",0
2020,9,"Sant Andreu",58,"Baró de Viver","30-34 anys",0
2020,9,"Sant Andreu",59,"el Bon Pastor","30-34 anys",0
2020,9,"Sant Andreu",60,"Sant Andreu","30-34 anys",0
2020,9,"Sant Andreu",61,"la Sagrera","30-34 anys",0
2020,9,"Sant Andreu",62,"el Congrés i els Indians","30-34 anys",1
2020,9,"Sant Andreu",63,"Navas","30-34 anys",0
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","30-34 anys",0
2020,10,"Sant Martí",65,"el Clot","30-34 anys",0
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","30-34 anys",0
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","30-34 anys",0
2020,10,"Sant Martí",68,"el Poblenou","30-34 anys",1
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","30-34 anys",0
2020,10,"Sant Martí",70,"el Besòs i el Maresme","30-34 anys",1
2020,10,"Sant Martí",71,"Provençals del Poblenou","30-34 anys",0
2020,10,"Sant Martí",72,"Sant Martí de Provençals","30-34 anys",0
2020,10,"Sant Martí",73,"la Verneda i la Pau","30-34 anys",0
2020,1,"Ciutat Vella",1,"el Raval","35-39 anys",5
2020,1,"Ciutat Vella",2,"el Barri Gòtic","35-39 anys",1
2020,1,"Ciutat Vella",3,"la Barceloneta","35-39 anys",0
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","35-39 anys",0
2020,2,"Eixample",5,"el Fort Pienc","35-39 anys",1
2020,2,"Eixample",6,"la Sagrada Família","35-39 anys",4
2020,2,"Eixample",7,"la Dreta de l'Eixample","35-39 anys",1
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","35-39 anys",0
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","35-39 anys",1
2020,2,"Eixample",10,"Sant Antoni","35-39 anys",0
2020,3,"Sants-Montjuïc",11,"el Poble Sec","35-39 anys",1
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","35-39 anys",0
2020,3,"Sants-Montjuïc",13,"la Marina de Port","35-39 anys",0
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","35-39 anys",0
2020,3,"Sants-Montjuïc",15,"Hostafrancs","35-39 anys",0
2020,3,"Sants-Montjuïc",16,"la Bordeta","35-39 anys",0
2020,3,"Sants-Montjuïc",17,"Sants - Badal","35-39 anys",0
2020,3,"Sants-Montjuïc",18,"Sants","35-39 anys",1
2020,4,"Les Corts",19,"les Corts","35-39 anys",2
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","35-39 anys",0
2020,4,"Les Corts",21,"Pedralbes","35-39 anys",0
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","35-39 anys",0
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","35-39 anys",0
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","35-39 anys",0
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","35-39 anys",0
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","35-39 anys",1
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","35-39 anys",1
2020,6,"Gràcia",28,"Vallcarca i els Penitents","35-39 anys",0
2020,6,"Gràcia",29,"el Coll","35-39 anys",0
2020,6,"Gràcia",30,"la Salut","35-39 anys",1
2020,6,"Gràcia",31,"la Vila de Gràcia","35-39 anys",0
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","35-39 anys",2
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","35-39 anys",0
2020,7,"Horta-Guinardó",34,"Can Baró","35-39 anys",0
2020,7,"Horta-Guinardó",35,"el Guinardó","35-39 anys",1
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","35-39 anys",1
2020,7,"Horta-Guinardó",37,"el Carmel","35-39 anys",0
2020,7,"Horta-Guinardó",38,"la Teixonera","35-39 anys",0
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","35-39 anys",1
2020,7,"Horta-Guinardó",40,"Montbau","35-39 anys",0
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","35-39 anys",0
2020,7,"Horta-Guinardó",42,"la Clota","35-39 anys",0
2020,7,"Horta-Guinardó",43,"Horta","35-39 anys",1
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","35-39 anys",0
2020,8,"Nou Barris",45,"Porta","35-39 anys",0
2020,8,"Nou Barris",46,"el Turó de la Peira","35-39 anys",1
2020,8,"Nou Barris",47,"Can Peguera","35-39 anys",0
2020,8,"Nou Barris",48,"la Guineueta","35-39 anys",1
2020,8,"Nou Barris",49,"Canyelles","35-39 anys",0
2020,8,"Nou Barris",50,"les Roquetes","35-39 anys",3
2020,8,"Nou Barris",51,"Verdun","35-39 anys",1
2020,8,"Nou Barris",52,"la Prosperitat","35-39 anys",1
2020,8,"Nou Barris",53,"la Trinitat Nova","35-39 anys",1
2020,8,"Nou Barris",54,"Torre Baró","35-39 anys",0
2020,8,"Nou Barris",55,"Ciutat Meridiana","35-39 anys",0
2020,8,"Nou Barris",56,"Vallbona","35-39 anys",1
2020,9,"Sant Andreu",57,"la Trinitat Vella","35-39 anys",0
2020,9,"Sant Andreu",58,"Baró de Viver","35-39 anys",0
2020,9,"Sant Andreu",59,"el Bon Pastor","35-39 anys",1
2020,9,"Sant Andreu",60,"Sant Andreu","35-39 anys",3
2020,9,"Sant Andreu",61,"la Sagrera","35-39 anys",0
2020,9,"Sant Andreu",62,"el Congrés i els Indians","35-39 anys",0
2020,9,"Sant Andreu",63,"Navas","35-39 anys",1
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","35-39 anys",1
2020,10,"Sant Martí",65,"el Clot","35-39 anys",1
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","35-39 anys",3
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","35-39 anys",0
2020,10,"Sant Martí",68,"el Poblenou","35-39 anys",3
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","35-39 anys",0
2020,10,"Sant Martí",70,"el Besòs i el Maresme","35-39 anys",1
2020,10,"Sant Martí",71,"Provençals del Poblenou","35-39 anys",1
2020,10,"Sant Martí",72,"Sant Martí de Provençals","35-39 anys",0
2020,10,"Sant Martí",73,"la Verneda i la Pau","35-39 anys",2
2020,1,"Ciutat Vella",1,"el Raval","40-44 anys",1
2020,1,"Ciutat Vella",2,"el Barri Gòtic","40-44 anys",2
2020,1,"Ciutat Vella",3,"la Barceloneta","40-44 anys",1
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","40-44 anys",2
2020,2,"Eixample",5,"el Fort Pienc","40-44 anys",0
2020,2,"Eixample",6,"la Sagrada Família","40-44 anys",2
2020,2,"Eixample",7,"la Dreta de l'Eixample","40-44 anys",2
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","40-44 anys",3
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","40-44 anys",5
2020,2,"Eixample",10,"Sant Antoni","40-44 anys",1
2020,3,"Sants-Montjuïc",11,"el Poble Sec","40-44 anys",4
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","40-44 anys",0
2020,3,"Sants-Montjuïc",13,"la Marina de Port","40-44 anys",1
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","40-44 anys",0
2020,3,"Sants-Montjuïc",15,"Hostafrancs","40-44 anys",0
2020,3,"Sants-Montjuïc",16,"la Bordeta","40-44 anys",2
2020,3,"Sants-Montjuïc",17,"Sants - Badal","40-44 anys",1
2020,3,"Sants-Montjuïc",18,"Sants","40-44 anys",4
2020,4,"Les Corts",19,"les Corts","40-44 anys",1
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","40-44 anys",1
2020,4,"Les Corts",21,"Pedralbes","40-44 anys",1
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","40-44 anys",1
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","40-44 anys",1
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","40-44 anys",0
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","40-44 anys",1
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","40-44 anys",0
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","40-44 anys",0
2020,6,"Gràcia",28,"Vallcarca i els Penitents","40-44 anys",0
2020,6,"Gràcia",29,"el Coll","40-44 anys",0
2020,6,"Gràcia",30,"la Salut","40-44 anys",2
2020,6,"Gràcia",31,"la Vila de Gràcia","40-44 anys",4
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","40-44 anys",5
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","40-44 anys",2
2020,7,"Horta-Guinardó",34,"Can Baró","40-44 anys",0
2020,7,"Horta-Guinardó",35,"el Guinardó","40-44 anys",5
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","40-44 anys",0
2020,7,"Horta-Guinardó",37,"el Carmel","40-44 anys",4
2020,7,"Horta-Guinardó",38,"la Teixonera","40-44 anys",1
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","40-44 anys",0
2020,7,"Horta-Guinardó",40,"Montbau","40-44 anys",1
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","40-44 anys",1
2020,7,"Horta-Guinardó",42,"la Clota","40-44 anys",0
2020,7,"Horta-Guinardó",43,"Horta","40-44 anys",1
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","40-44 anys",1
2020,8,"Nou Barris",45,"Porta","40-44 anys",0
2020,8,"Nou Barris",46,"el Turó de la Peira","40-44 anys",1
2020,8,"Nou Barris",47,"Can Peguera","40-44 anys",2
2020,8,"Nou Barris",48,"la Guineueta","40-44 anys",1
2020,8,"Nou Barris",49,"Canyelles","40-44 anys",0
2020,8,"Nou Barris",50,"les Roquetes","40-44 anys",0
2020,8,"Nou Barris",51,"Verdun","40-44 anys",0
2020,8,"Nou Barris",52,"la Prosperitat","40-44 anys",3
2020,8,"Nou Barris",53,"la Trinitat Nova","40-44 anys",1
2020,8,"Nou Barris",54,"Torre Baró","40-44 anys",1
2020,8,"Nou Barris",55,"Ciutat Meridiana","40-44 anys",0
2020,8,"Nou Barris",56,"Vallbona","40-44 anys",0
2020,9,"Sant Andreu",57,"la Trinitat Vella","40-44 anys",0
2020,9,"Sant Andreu",58,"Baró de Viver","40-44 anys",0
2020,9,"Sant Andreu",59,"el Bon Pastor","40-44 anys",3
2020,9,"Sant Andreu",60,"Sant Andreu","40-44 anys",6
2020,9,"Sant Andreu",61,"la Sagrera","40-44 anys",0
2020,9,"Sant Andreu",62,"el Congrés i els Indians","40-44 anys",1
2020,9,"Sant Andreu",63,"Navas","40-44 anys",0
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","40-44 anys",5
2020,10,"Sant Martí",65,"el Clot","40-44 anys",0
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","40-44 anys",2
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","40-44 anys",0
2020,10,"Sant Martí",68,"el Poblenou","40-44 anys",2
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","40-44 anys",1
2020,10,"Sant Martí",70,"el Besòs i el Maresme","40-44 anys",3
2020,10,"Sant Martí",71,"Provençals del Poblenou","40-44 anys",2
2020,10,"Sant Martí",72,"Sant Martí de Provençals","40-44 anys",0
2020,10,"Sant Martí",73,"la Verneda i la Pau","40-44 anys",2
2020,1,"Ciutat Vella",1,"el Raval","45-49 anys",3
2020,1,"Ciutat Vella",2,"el Barri Gòtic","45-49 anys",2
2020,1,"Ciutat Vella",3,"la Barceloneta","45-49 anys",0
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","45-49 anys",4
2020,2,"Eixample",5,"el Fort Pienc","45-49 anys",1
2020,2,"Eixample",6,"la Sagrada Família","45-49 anys",5
2020,2,"Eixample",7,"la Dreta de l'Eixample","45-49 anys",4
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","45-49 anys",4
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","45-49 anys",10
2020,2,"Eixample",10,"Sant Antoni","45-49 anys",2
2020,3,"Sants-Montjuïc",11,"el Poble Sec","45-49 anys",6
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","45-49 anys",0
2020,3,"Sants-Montjuïc",13,"la Marina de Port","45-49 anys",2
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","45-49 anys",1
2020,3,"Sants-Montjuïc",15,"Hostafrancs","45-49 anys",0
2020,3,"Sants-Montjuïc",16,"la Bordeta","45-49 anys",0
2020,3,"Sants-Montjuïc",17,"Sants - Badal","45-49 anys",5
2020,3,"Sants-Montjuïc",18,"Sants","45-49 anys",1
2020,4,"Les Corts",19,"les Corts","45-49 anys",3
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","45-49 anys",2
2020,4,"Les Corts",21,"Pedralbes","45-49 anys",1
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","45-49 anys",0
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","45-49 anys",4
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","45-49 anys",0
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","45-49 anys",2
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","45-49 anys",3
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","45-49 anys",1
2020,6,"Gràcia",28,"Vallcarca i els Penitents","45-49 anys",4
2020,6,"Gràcia",29,"el Coll","45-49 anys",2
